SalePrice,LotFrontage,LandSlope,HouseStyle,OverallQual,OverallCond,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,CentralAir,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,TotRmsAbvGrd,GarageCars,GarageArea,GarageCond,PavedDrive,OpenPorchSF,MoSold,YrSold,SaleType
129000,68,Gtl,1Story,5,6,CBlock,TA,1144,TA,Y,1144,0,0,1144,1,6,1,596,TA,Y,0,6,2010,WD
123000,60,Gtl,1Story,5,5,CBlock,TA,894,TA,Y,894,0,0,894,0,6,2,600,TA,Y,0,9,2009,WD
169500,69,Gtl,2Story,5,5,CBlock,TA,864,TA,Y,876,936,0,1812,0,8,1,264,TA,Y,168,7,2007,WD
67000,60,Gtl,1Story,5,2,BrkTil,Fa,961,Gd,Y,1077,0,0,1077,0,6,1,338,Po,N,0,11,2007,WD
241000,65,Gtl,2Story,7,5,PConc,Gd,1092,Ex,Y,1112,438,0,1550,1,7,2,438,TA,Y,168,10,2009,WD
245500,38,Gtl,1Story,8,5,PConc,Gd,1260,Ex,Y,1288,0,0,1288,1,4,2,500,TA,Y,30,12,2008,WD
164990,65,Gtl,1Story,7,5,PConc,Gd,1310,Ex,Y,1310,0,0,1310,0,6,2,400,TA,Y,0,7,2006,New
108000,60,Gtl,1Story,5,8,PConc,TA,672,Ex,Y,672,0,0,672,0,4,1,240,TA,N,0,8,2008,WD
258000,93,Gtl,2Story,8,5,PConc,Gd,1141,Gd,Y,1165,1098,0,2263,0,10,2,420,TA,Y,123,7,2006,WD
168000,NA,Gtl,2Story,6,5,PConc,Gd,806,Gd,Y,806,766,0,1572,0,7,2,373,TA,Y,40,5,2007,WD
150000,NA,Gtl,1Story,4,4,CBlock,TA,1281,Ex,Y,1620,0,0,1620,1,8,2,490,TA,Y,78,6,2009,WD
115000,51,Gtl,1.5Fin,6,5,BrkTil,TA,1064,Ex,Y,1166,0,473,1639,0,6,1,240,TA,Y,0,3,2008,WD
177000,63,Gtl,2Story,6,7,BrkTil,Gd,840,Ex,Y,840,840,0,1680,0,8,1,308,TA,Y,0,3,2008,WD
280000,109,Gtl,2Story,7,5,PConc,Ex,1063,Ex,Y,1071,1101,0,2172,0,9,3,947,TA,Y,62,8,2007,New
339750,85,Gtl,2Story,8,5,PConc,Ex,1034,Ex,Y,1050,1028,0,2078,1,8,3,836,TA,Y,102,4,2008,New
60000,68,Gtl,1Story,5,3,CBlock,TA,1276,TA,Y,1276,0,0,1276,0,5,1,350,TA,Y,0,6,2009,COD
145000,100,Gtl,1Story,5,5,CBlock,TA,1056,TA,N,1056,0,0,1056,1,5,2,572,TA,Y,0,1,2006,WD
222000,NA,Gtl,1Story,7,5,PConc,Ex,1470,Ex,Y,1478,0,0,1478,1,7,2,484,TA,Y,144,6,2010,New
115000,56,Gtl,1Story,5,6,CBlock,TA,1008,Gd,Y,1028,0,0,1028,0,5,2,360,TA,Y,0,3,2010,WD
228000,59,Gtl,2Story,7,5,PConc,Gd,1080,Ex,Y,1080,1017,0,2097,0,9,3,678,TA,Y,187,12,2008,WD
181134,73,Gtl,1Story,7,5,PConc,Gd,1340,Ex,Y,1340,0,0,1340,0,6,2,396,TA,Y,30,8,2007,New
149500,74,Gtl,2Story,6,7,CBlock,TA,672,TA,Y,672,728,0,1400,0,6,2,440,TA,Y,0,3,2006,WD
239000,86,Gtl,2Story,6,6,BrkTil,Gd,1370,TA,N,1370,1254,0,2624,1,10,3,864,TA,N,0,11,2007,WD
126000,60,Gtl,1.5Fin,5,6,BrkTil,TA,756,Fa,N,756,378,0,1134,1,7,1,240,TA,P,0,4,2007,WD
142000,65,Gtl,1Story,5,6,CBlock,TA,1056,Ex,Y,1056,0,0,1056,1,6,1,304,TA,Y,85,7,2010,WD
206300,78,Gtl,SFoyer,7,5,PConc,Gd,1344,Ex,Y,1344,0,0,1344,2,8,4,784,TA,Y,0,11,2008,WD
215000,NA,Gtl,1Story,6,7,CBlock,Gd,1602,Gd,Y,1602,0,0,1602,0,8,2,529,TA,Y,0,6,2009,WD
113000,100,Mod,1Story,5,5,CBlock,TA,988,Ex,Y,988,0,0,988,0,4,2,520,TA,N,0,2,2008,WD
315000,80,Gtl,2Story,8,5,PConc,Gd,1470,Gd,Y,1470,1160,0,2630,1,8,3,696,TA,Y,66,6,2008,WD
139000,72,Gtl,1Story,6,5,CBlock,Gd,1196,Gd,Y,1196,0,0,1196,1,6,1,297,TA,Y,44,5,2008,WD
135000,60,Gtl,2Story,7,8,CBlock,TA,651,Gd,Y,707,682,0,1389,0,6,1,240,TA,P,0,9,2009,WD
275000,NA,Mod,SLvl,7,5,PConc,Gd,1518,Gd,Y,1644,0,0,1644,1,5,2,569,TA,Y,0,8,2009,WD
109008,77,Gtl,1Story,4,6,CBlock,TA,907,Ex,Y,907,0,0,907,0,5,1,352,TA,Y,0,7,2008,WD
195400,64,Gtl,1Story,7,5,PConc,Gd,1208,Ex,Y,1208,0,0,1208,1,6,2,628,TA,Y,54,9,2007,New
175000,130,Gtl,1Story,6,5,CBlock,Gd,1392,TA,Y,1412,0,0,1412,1,6,2,576,TA,Y,0,3,2009,WD
85400,21,Gtl,2Story,6,5,CBlock,TA,483,TA,Y,483,504,0,987,0,4,1,264,TA,Y,0,7,2008,COD
79900,60,Gtl,1.5Fin,6,7,BrkTil,TA,901,Gd,Y,1088,110,0,1198,0,7,0,0,NA,N,98,9,2008,ConLD
122500,24,Gtl,2Story,5,5,CBlock,TA,765,Ex,Y,765,600,0,1365,1,6,2,440,TA,Y,36,8,2007,WD
181000,100,Gtl,2Story,6,5,PConc,Gd,926,Ex,Y,926,678,0,1604,0,7,2,470,TA,Y,36,7,2008,WD
81000,21,Gtl,SFoyer,4,7,CBlock,Gd,630,Gd,Y,630,0,0,630,1,3,0,0,NA,Y,0,6,2008,WD
212000,43,Gtl,2Story,7,6,PConc,Gd,799,Ex,Y,827,834,0,1661,1,6,2,550,TA,Y,61,4,2009,ConLw
116000,40,Gtl,1.5Fin,6,8,BrkTil,Fa,648,TA,Y,734,384,0,1118,0,6,2,440,TA,Y,0,10,2006,WD
119000,50,Gtl,1.5Unf,6,7,PConc,TA,884,Gd,Y,904,0,0,904,0,4,1,180,TA,Y,0,1,2009,WD
90350,40,Gtl,1Story,5,6,PConc,TA,440,TA,N,694,0,0,694,0,4,1,352,TA,P,0,3,2007,WD
110000,67,Gtl,1.5Fin,6,8,BrkTil,TA,684,Gd,Y,684,512,0,1196,0,7,2,528,TA,Y,46,8,2009,ConLI
555000,105,Gtl,1Story,10,5,PConc,Ex,3094,Ex,Y,2402,0,0,2402,1,10,3,672,TA,Y,72,4,2009,WD
118000,92,Gtl,1Story,4,4,CBlock,TA,1440,TA,N,1440,0,0,1440,0,8,0,0,NA,Y,0,9,2008,WD
162900,52,Gtl,1.5Fin,5,7,PConc,TA,1078,TA,Y,1128,445,0,1573,0,8,2,360,TA,P,0,6,2008,WD
172500,53,Gtl,1Story,7,5,PConc,Ex,1258,Ex,Y,1258,0,0,1258,0,6,3,648,TA,Y,16,6,2007,New
210000,70,Gtl,2Story,7,5,PConc,Gd,915,Ex,Y,933,975,0,1908,1,8,2,493,TA,Y,133,7,2008,WD
127500,73,Gtl,1Story,6,5,CBlock,TA,1436,Fa,Y,1689,0,0,1689,0,7,2,480,TA,Y,0,11,2009,COD
190000,137,Gtl,1Story,6,6,CBlock,TA,1517,Ex,Y,1888,0,0,1888,0,6,2,578,TA,Y,0,6,2010,WD
199900,NA,Gtl,2Story,7,5,PConc,Gd,930,Gd,Y,956,930,0,1886,0,10,2,431,TA,Y,0,7,2006,WD
119500,50,Gtl,1.5Fin,6,6,BrkTil,TA,780,TA,Y,780,596,0,1376,0,7,1,198,TA,N,0,6,2006,WD
120000,50,Gtl,1.5Fin,3,7,CBlock,TA,649,Ex,Y,679,504,0,1183,0,6,1,308,TA,Y,176,6,2007,WD
110000,70,Gtl,1Story,6,8,BrkTil,TA,813,Ex,Y,813,0,0,813,0,5,1,270,Fa,N,113,6,2006,WD
280000,62,Mod,1Story,7,5,CBlock,Gd,1533,TA,Y,1533,0,0,1533,1,5,2,576,TA,Y,54,12,2006,WD
204000,NA,Gtl,2Story,6,5,PConc,Ex,872,Ex,Y,888,868,0,1756,1,7,2,422,TA,Y,122,7,2007,WD
210000,75,Gtl,2Story,8,5,PConc,Gd,768,Ex,Y,786,804,0,1590,0,6,2,676,TA,Y,30,6,2009,WD
188000,63,Gtl,1Story,5,5,CBlock,TA,1728,TA,Y,1728,0,0,1728,2,8,2,560,TA,Y,0,7,2006,WD
175500,80,Gtl,1Story,7,6,CBlock,TA,1242,Fa,Y,1242,0,0,1242,0,6,2,528,TA,Y,0,9,2007,WD
98000,34,Gtl,2Story,5,5,BrkTil,TA,624,Fa,N,624,720,0,1344,0,7,3,513,Fa,Y,0,5,2008,COD
256000,NA,Mod,1Story,4,6,CBlock,Gd,1364,Ex,Y,1663,0,0,1663,1,6,2,529,TA,Y,137,3,2008,WD
161000,NA,Gtl,2Story,8,7,PConc,TA,588,Fa,Y,833,833,0,1666,0,7,1,228,TA,Y,63,6,2008,WD
110000,NA,Gtl,1.5Fin,5,4,CBlock,TA,709,TA,Y,979,224,0,1203,1,5,1,352,TA,Y,0,7,2009,WD
263435,75,Gtl,2Story,8,5,PConc,Gd,832,Ex,Y,832,1103,0,1935,1,8,2,552,TA,Y,150,12,2009,New
155000,60,Gtl,2Story,7,9,PConc,Gd,560,Ex,Y,575,560,0,1135,1,6,2,576,TA,Y,0,4,2009,WD
62383,60,Gtl,1Story,5,5,CBlock,TA,864,Gd,Y,864,0,0,864,0,5,1,360,TA,Y,0,12,2009,WD
188700,74,Mod,2Story,6,7,CBlock,TA,715,Fa,Y,849,811,0,1660,0,6,1,240,TA,Y,0,8,2008,WD
124000,60,Mod,1Story,5,5,CBlock,Gd,1040,TA,Y,1040,0,0,1040,0,5,0,0,NA,Y,0,8,2009,WD
178740,NA,Gtl,1Story,7,5,PConc,Gd,1375,Ex,Y,1414,0,0,1414,0,6,2,398,TA,Y,20,5,2006,WD
167000,85,Gtl,1Story,7,5,CBlock,TA,1277,TA,Y,1277,0,0,1277,1,5,2,526,TA,Y,0,4,2007,WD
146500,79,Gtl,2Story,5,7,CBlock,TA,728,Ex,Y,888,756,0,1644,0,7,1,312,TA,Y,0,6,2007,WD
250000,98,Gtl,1Story,8,5,PConc,Gd,1626,Ex,Y,1634,0,0,1634,0,7,3,866,TA,Y,44,5,2007,WD
187000,76,Gtl,2Story,6,5,PConc,Gd,832,Ex,Y,832,878,0,1710,0,7,2,506,TA,Y,70,6,2008,WD
212000,NA,Gtl,1Story,8,5,PConc,Gd,1488,TA,Y,1502,0,0,1502,1,4,2,528,TA,Y,54,6,2010,WD
190000,92,Gtl,2Story,7,6,CBlock,Gd,808,TA,Y,1161,808,0,1969,0,8,2,534,TA,Y,0,11,2007,WD
148000,35,Gtl,SLvl,6,5,PConc,Gd,547,Ex,Y,1072,0,0,1072,1,5,2,525,TA,Y,28,6,2008,WD
440000,110,Gtl,1Story,8,5,PConc,Ex,1976,Ex,Y,1976,0,0,1976,1,7,3,908,TA,Y,63,7,2007,New
251000,41,Gtl,1Story,8,5,PConc,Gd,1494,Ex,Y,1652,0,0,1652,1,6,2,499,TA,Y,48,8,2007,WD
132500,80,Gtl,1Story,5,6,CBlock,TA,970,TA,Y,970,0,0,970,1,5,2,624,TA,Y,24,7,2007,WD
208900,75,Mod,1Story,6,5,PConc,Gd,1478,Ex,Y,1493,0,0,1493,1,7,2,508,TA,Y,39,4,2008,WD
380000,105,Gtl,2Story,9,5,PConc,Gd,2153,Ex,Y,2069,574,0,2643,0,9,3,694,TA,Y,84,3,2007,WD
297000,79,Gtl,1Story,8,5,PConc,Ex,1705,Ex,Y,1718,0,0,1718,1,7,3,826,TA,Y,44,9,2009,WD
89471,50,Gtl,1Story,4,7,BrkTil,Fa,907,TA,Y,1131,0,0,1131,0,7,2,672,TA,Y,72,3,2007,WD
326000,98,Gtl,1Story,9,5,PConc,Ex,1833,Ex,Y,1850,0,0,1850,1,8,3,772,TA,Y,112,3,2006,WD
374000,72,Gtl,1Story,9,5,PConc,Ex,1792,Ex,Y,1792,0,0,1792,1,6,3,874,TA,Y,49,8,2006,WD
155000,50,Gtl,2Story,7,8,PConc,TA,910,Ex,Y,916,910,0,1826,1,7,1,164,Fa,Y,0,6,2009,WD
164000,32,Gtl,1Story,6,5,PConc,Ex,1216,Ex,Y,1216,0,0,1216,1,5,2,402,TA,Y,125,5,2006,WD
132500,NA,Gtl,1Story,5,7,CBlock,TA,999,Gd,Y,999,0,0,999,1,6,1,264,TA,Y,132,3,2007,WD
147000,80,Gtl,1Story,5,7,CBlock,TA,1113,Gd,Y,1113,0,0,1113,0,5,1,264,TA,Y,80,7,2009,WD
156000,79,Gtl,1Story,5,7,CBlock,TA,1073,TA,Y,1073,0,0,1073,1,6,2,515,TA,Y,0,6,2007,WD
175000,70,Gtl,1Story,5,6,CBlock,Gd,1484,Gd,Y,1484,0,0,1484,0,7,2,487,TA,Y,0,2,2007,WD
160000,60,Gtl,1.5Fin,5,4,CBlock,TA,954,TA,N,1766,648,0,2414,0,10,2,520,Fa,N,0,5,2006,ConLD
86000,21,Gtl,SFoyer,4,8,CBlock,Gd,630,TA,Y,630,0,0,630,1,3,1,286,TA,Y,0,5,2009,WD
115000,NA,Gtl,2Story,5,6,PConc,Gd,264,TA,Y,616,688,0,1304,0,4,1,336,TA,Y,24,6,2008,WD
133000,79,Gtl,1.5Fin,6,7,CBlock,TA,806,TA,Y,958,620,0,1578,1,5,1,240,TA,Y,0,8,2006,WD
172785,105,Gtl,2Story,6,5,PConc,Gd,728,Gd,Y,728,728,0,1456,0,8,2,429,TA,Y,0,5,2006,New
155000,70,Gtl,1Story,5,6,CBlock,TA,1269,TA,Y,1269,0,0,1269,0,6,1,308,TA,Y,0,6,2008,WD
91300,50,Gtl,1Story,5,8,BrkTil,Fa,190,Gd,Y,886,0,0,886,0,4,1,273,TA,Y,20,12,2009,WD
34900,60,Gtl,1Story,4,5,CBlock,TA,720,TA,N,720,0,0,720,0,4,0,0,NA,N,523,11,2009,WD
430000,NA,Gtl,1Story,8,5,PConc,Gd,3200,Ex,Y,3228,0,0,3228,1,10,2,546,TA,Y,75,5,2007,WD
184000,60,Gtl,1.5Fin,7,6,PConc,TA,1026,Ex,Y,1133,687,0,1820,1,8,1,240,TA,N,100,6,2008,WD
130000,65,Gtl,1Story,5,7,PConc,TA,864,Ex,Y,899,0,0,899,0,5,1,288,TA,Y,0,6,2009,WD
120000,70,Gtl,1Story,5,7,CBlock,TA,912,Fa,Y,912,0,0,912,0,5,1,297,TA,Y,285,6,2007,WD
113000,21,Gtl,2Story,6,5,CBlock,TA,672,TA,Y,672,546,0,1218,0,7,1,264,TA,Y,28,5,2007,WD
226700,75,Gtl,2Story,7,5,PConc,Gd,866,Gd,Y,866,902,0,1768,0,7,2,603,TA,Y,108,2,2008,WD
140000,70,Gtl,1Story,5,7,CBlock,TA,1214,Ex,Y,1214,0,0,1214,1,6,2,461,Fa,Y,0,4,2007,WD
289000,100,Gtl,1Story,7,8,CBlock,TA,1501,TA,Y,1801,0,0,1801,1,6,2,484,TA,Y,54,3,2010,WD
147000,24,Gtl,2Story,6,5,CBlock,TA,855,TA,Y,855,467,0,1322,0,6,2,440,TA,Y,0,6,2009,WD
124500,60,Gtl,2Story,5,5,CBlock,TA,960,Gd,Y,960,1000,0,1960,0,10,2,400,TA,N,0,7,2009,COD
215000,80,Gtl,2Story,8,5,PConc,Gd,777,Ex,Y,1065,846,0,1911,0,8,2,471,TA,Y,81,9,2006,WD
208300,75,Gtl,1Story,6,5,PConc,Gd,1218,Ex,Y,1218,0,0,1218,0,4,2,676,TA,Y,102,9,2009,New
161000,60,Gtl,2Story,7,9,BrkTil,TA,689,Ex,Y,689,689,0,1378,0,7,2,360,TA,N,0,10,2008,WD
124500,80,Gtl,1Story,5,6,CBlock,TA,1041,Ex,Y,1041,0,0,1041,1,6,1,270,TA,Y,88,7,2009,WD
164900,75,Gtl,1Story,5,7,CBlock,TA,1008,Ex,Y,1363,0,0,1363,1,6,1,288,TA,Y,42,6,2009,WD
202665,40,Gtl,1Story,7,5,PConc,Gd,1368,Ex,Y,1368,0,0,1368,0,6,2,474,TA,Y,35,3,2006,New
129900,70,Gtl,1Story,5,5,CBlock,TA,864,TA,Y,864,0,0,864,1,5,2,624,TA,Y,0,7,2006,WD
134000,71,Gtl,1Story,6,5,PConc,TA,1084,TA,Y,1080,0,0,1080,0,5,2,484,TA,Y,0,6,2007,WD
96500,55,Gtl,1.5Unf,5,5,BrkTil,TA,768,Fa,N,789,0,0,789,0,5,1,200,Po,Y,0,6,2007,WD
402861,94,Gtl,1Story,10,5,CBlock,Ex,2006,Ex,Y,2020,0,0,2020,1,9,3,900,TA,Y,54,9,2009,New
158000,NA,Gtl,SLvl,6,6,CBlock,TA,689,TA,Y,1378,741,0,2119,0,7,2,583,TA,Y,104,8,2009,COD
265000,79,Gtl,2Story,7,5,PConc,Gd,1264,Ex,Y,1277,1067,0,2344,0,7,3,889,TA,Y,0,7,2009,WD
211000,NA,Gtl,2Story,6,5,PConc,Gd,794,Ex,Y,882,914,0,1796,1,7,2,546,TA,Y,36,5,2007,WD
234000,53,Gtl,2Story,7,9,BrkTil,Gd,1276,Ex,Y,1276,804,0,2080,0,9,1,282,TA,Y,0,6,2009,WD
106250,60,Gtl,2Story,4,7,BrkTil,NA,0,TA,N,694,600,0,1294,0,7,0,0,NA,N,114,8,2008,WD
150000,90,Gtl,1Story,6,6,CBlock,TA,1244,Ex,Y,1244,0,0,1244,0,6,1,336,TA,Y,40,5,2007,WD
159000,50,Gtl,1.5Fin,6,7,CBlock,TA,1004,Ex,Y,1004,660,0,1664,0,7,2,420,TA,Y,24,10,2006,WD
184750,130,Gtl,2Story,10,5,PConc,Ex,3138,Ex,Y,3138,1538,0,4676,1,11,3,884,TA,Y,406,10,2007,New
315750,95,Gtl,2Story,7,5,PConc,Gd,1379,Ex,Y,1383,1015,0,2398,1,8,3,834,TA,Y,60,8,2007,WD
176000,62,Gtl,1Story,7,5,PConc,Gd,1257,Ex,Y,1266,0,0,1266,0,6,2,453,TA,Y,144,4,2006,WD
132000,70,Gtl,1Story,5,7,CBlock,Gd,928,TA,Y,928,0,0,928,0,4,1,252,TA,Y,0,6,2007,WD
446261,67,Gtl,2Story,9,5,PConc,Ex,1452,Ex,Y,1476,1237,0,2713,1,11,3,858,TA,Y,66,11,2008,New
86000,58,Gtl,1Story,4,7,BrkTil,TA,528,Ex,Y,605,0,0,605,1,5,0,0,NA,N,0,7,2007,WD
200624,NA,Gtl,1Story,6,3,PConc,TA,2035,TA,Y,2515,0,0,2515,1,9,2,484,TA,Y,0,3,2007,WD
175000,85,Gtl,SLvl,6,5,CBlock,Gd,1461,Ex,Y,1509,0,0,1509,1,5,2,600,TA,Y,0,8,2008,WD
128000,60,Gtl,2Story,6,8,BrkTil,Fa,611,Ex,Y,751,611,0,1362,0,6,2,502,Fa,Y,0,6,2008,WD
107500,60,Gtl,1Story,5,7,Slab,NA,0,Ex,Y,827,0,0,827,0,5,1,392,TA,Y,0,4,2010,WD
39300,50,Mod,1Story,1,3,Slab,NA,0,Fa,N,334,0,0,334,0,2,0,0,NA,N,0,1,2007,WD
178000,74,Gtl,2Story,8,5,PConc,Ex,707,Ex,Y,707,707,0,1414,0,6,2,403,TA,Y,35,10,2006,WD
107500,70,Gtl,2Story,5,7,CBlock,Gd,1117,TA,Y,820,527,0,1347,1,5,0,0,NA,N,0,1,2008,WD
188000,57,Gtl,2Story,7,5,PConc,Gd,880,Ex,Y,880,844,0,1724,0,8,2,527,TA,Y,155,7,2008,WD
111250,NA,Gtl,1Story,4,5,CBlock,TA,864,TA,Y,864,0,0,864,0,5,2,576,TA,Y,0,4,2008,COD
158000,NA,Gtl,1Story,5,5,CBlock,TA,1051,TA,Y,1159,0,0,1159,0,7,1,336,TA,Y,0,7,2006,WD
272000,NA,Gtl,1Story,8,5,PConc,Gd,1581,Ex,Y,1601,0,0,1601,1,6,2,670,TA,Y,0,5,2010,WD
315000,85,Gtl,1Story,9,5,PConc,Ex,1838,Ex,Y,1838,0,0,1838,1,8,3,765,TA,Y,68,3,2009,WD
248000,NA,Gtl,2Story,8,5,PConc,Gd,969,Ex,Y,997,1288,0,2285,0,8,3,648,TA,Y,56,6,2007,WD
213250,78,Gtl,1Story,7,5,PConc,Ex,1650,Ex,Y,1680,0,0,1680,1,7,2,583,TA,Y,73,6,2009,WD
133000,34,Gtl,SFoyer,7,5,PConc,Gd,723,Ex,Y,767,0,0,767,1,4,1,367,TA,Y,40,6,2007,WD
179665,58,Gtl,2Story,7,5,PConc,Gd,654,Ex,Y,664,832,0,1496,1,7,2,426,TA,Y,24,9,2006,New
229000,NA,Gtl,1.5Fin,7,5,PConc,Gd,1204,Gd,Y,1377,806,0,2183,0,9,3,786,TA,Y,0,2,2006,WD
210000,70,Gtl,1.5Fin,6,7,BrkTil,Gd,1065,Ex,Y,915,720,0,1635,0,6,2,440,TA,Y,38,5,2007,WD
129500,54,Gtl,SFoyer,5,7,CBlock,Gd,768,Ex,Y,768,0,0,768,1,5,2,624,TA,Y,0,4,2007,WD
125000,49,Gtl,1Story,5,7,CBlock,TA,825,TA,Y,825,0,0,825,1,4,2,720,TA,Y,50,6,2008,WD
263000,75,Gtl,2Story,7,5,PConc,Gd,912,Ex,Y,912,1182,0,2094,0,8,2,615,TA,Y,182,11,2009,WD
140000,53,Gtl,1Story,6,6,CBlock,Gd,1069,TA,Y,1069,0,0,1069,0,4,2,440,TA,Y,55,10,2008,COD
112500,50,Gtl,1Story,5,6,CBlock,TA,928,Gd,Y,928,0,0,928,0,5,1,288,TA,Y,0,6,2008,WD
255500,87,Gtl,1Story,8,5,PConc,Ex,1709,Ex,Y,1717,0,0,1717,0,7,3,908,TA,Y,39,7,2009,WD
108000,67,Gtl,1Story,4,5,CBlock,NA,0,Ex,Y,1126,0,0,1126,0,5,2,520,TA,N,96,5,2009,WD
284000,85,Gtl,2Story,7,5,PConc,Gd,998,Ex,Y,1006,1040,0,2046,1,8,3,871,TA,Y,62,8,2008,WD
113000,58,Gtl,1.5Unf,5,6,BrkTil,TA,993,TA,Y,1048,0,0,1048,0,5,1,280,TA,Y,0,8,2006,WD
141000,69,Gtl,1Story,5,5,CBlock,TA,1092,TA,Y,1092,0,0,1092,1,6,1,299,TA,Y,0,5,2006,WD
108000,60,Mod,1.5Fin,4,6,CBlock,TA,637,Gd,Y,897,439,0,1336,0,7,1,570,TA,Y,47,9,2006,COD
175000,57,Gtl,2Story,7,5,PConc,Gd,729,Ex,Y,729,717,0,1446,0,6,2,406,TA,Y,22,8,2008,WD
234000,NA,Gtl,1Story,7,5,PConc,Gd,1374,Ex,Y,1557,0,0,1557,0,7,2,420,TA,Y,20,10,2006,WD
121500,NA,Gtl,1Story,5,6,CBlock,Gd,1392,TA,Y,1392,0,0,1392,1,5,2,528,TA,Y,0,5,2010,WD
170000,77,Mod,1Story,5,5,CBlock,Gd,1389,Gd,Y,1389,0,0,1389,1,6,2,418,TA,Y,38,4,2006,WD
108000,63,Gtl,1Story,5,6,CBlock,TA,996,Ex,Y,996,0,0,996,1,6,0,0,NA,Y,0,7,2008,WD
185000,66,Gtl,1.5Fin,6,7,BrkTil,Gd,1163,Ex,Y,1163,511,0,1674,0,8,2,396,TA,N,36,7,2008,WD
268000,NA,Gtl,2Story,7,5,PConc,Gd,1095,Ex,Y,1166,1129,0,2295,1,9,2,590,TA,Y,40,7,2006,WD
128000,66,Gtl,2Story,6,4,PConc,Gd,806,TA,N,841,806,0,1647,1,6,1,216,TA,Y,66,5,2010,WD
325000,77,Gtl,2Story,9,5,PConc,Gd,1122,Ex,Y,1134,1370,0,2504,0,11,3,656,TA,Y,39,6,2008,WD
214000,70,Gtl,1Story,7,5,PConc,Gd,1517,Ex,Y,1535,0,0,1535,0,7,2,532,TA,Y,0,3,2010,WD
316600,79,Mod,1.5Fin,8,8,CBlock,Gd,1496,Ex,Y,1496,636,0,2132,1,5,2,612,TA,Y,40,9,2009,WD
135960,NA,Gtl,SFoyer,5,5,CBlock,Gd,943,TA,Y,943,0,0,943,1,4,2,600,TA,Y,0,12,2006,WD
142600,74,Gtl,1Story,5,5,CBlock,TA,1728,TA,Y,1728,0,0,1728,0,10,2,576,TA,Y,0,11,2008,WD
120000,60,Gtl,1Story,6,6,CBlock,TA,864,Ex,Y,864,0,0,864,1,4,1,288,TA,Y,0,10,2006,WD
224500,83,Gtl,2Story,7,5,PConc,Ex,846,Gd,Y,846,846,0,1692,0,6,2,650,TA,Y,114,7,2009,New
170000,76,Gtl,SLvl,7,5,PConc,Gd,384,Ex,Y,774,656,0,1430,0,8,2,400,TA,Y,0,12,2007,WD
139000,70,Gtl,SLvl,5,7,CBlock,TA,372,TA,Y,576,533,0,1109,0,5,1,288,TA,Y,0,12,2007,WD
118500,80,Gtl,1.5Fin,5,5,CBlock,TA,832,TA,Y,832,384,0,1216,0,6,1,336,TA,Y,0,10,2008,COD
145000,52,Gtl,1.5Fin,7,7,BrkTil,TA,861,Gd,Y,877,600,0,1477,0,6,1,216,TA,Y,50,8,2009,WD
164500,96,Gtl,SLvl,5,6,CBlock,TA,1164,Ex,Y,1320,0,0,1320,1,6,2,564,TA,Y,68,5,2006,WD
146000,34,Gtl,2Story,7,5,PConc,Gd,689,Ex,Y,703,689,0,1392,0,5,2,540,TA,Y,102,2,2008,WD
131500,81,Gtl,1.5Fin,5,5,BrkTil,TA,1050,Ex,N,1050,745,0,1795,0,7,1,352,TA,Y,0,11,2008,WD
181900,NA,Gtl,1Story,6,6,CBlock,TA,1144,Ex,Y,1429,0,0,1429,0,7,2,572,TA,Y,110,6,2007,WD
253293,98,Gtl,1Story,8,5,PConc,Ex,2042,Ex,Y,2042,0,0,2042,0,8,3,1390,TA,Y,90,8,2009,New
118500,81,Gtl,SFoyer,6,5,CBlock,Gd,816,TA,Y,816,0,0,816,1,5,0,0,NA,Y,32,5,2007,WD
325000,75,Gtl,2.5Unf,10,9,BrkTil,TA,1237,Gd,Y,1521,1254,0,2775,0,9,2,880,TA,Y,502,7,2008,WD
133000,51,Gtl,1.5Fin,4,7,BrkTil,TA,884,Ex,Y,989,584,0,1573,0,6,1,240,TA,Y,0,7,2009,WD
369900,88,Gtl,1Story,8,5,PConc,Ex,1868,Ex,Y,2028,0,0,2028,1,7,3,880,TA,Y,66,3,2006,New
130000,55,Gtl,1Story,6,7,BrkTil,TA,816,Ex,Y,838,0,0,838,1,5,1,275,TA,N,0,5,2008,WD
137000,74,Gtl,SFoyer,5,6,CBlock,TA,840,TA,Y,860,0,0,860,1,4,2,528,TA,Y,0,7,2009,WD
143000,65,Sev,1Story,5,8,CBlock,TA,1437,Ex,Y,1473,0,0,1473,2,5,1,452,TA,Y,48,6,2009,WD
79500,50,Gtl,1Story,5,6,BrkTil,TA,742,TA,Y,779,0,156,935,0,4,1,308,TA,P,0,8,2008,WD
185900,64,Gtl,2Story,7,5,PConc,Gd,770,Ex,Y,770,812,0,1582,0,6,2,520,TA,Y,45,9,2008,WD
451950,97,Gtl,2Story,10,5,PConc,Ex,1722,Ex,Y,1728,568,0,2296,1,10,3,842,TA,Y,274,6,2009,ConLI
138000,60,Gtl,1Story,5,8,PConc,TA,816,Ex,Y,816,0,0,816,1,4,2,816,TA,Y,0,6,2008,WD
140000,NA,Gtl,1Story,6,5,PConc,Gd,848,Ex,Y,848,0,0,848,1,4,2,420,TA,Y,0,5,2009,WD
